index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
13434,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1,-21,1
13435,F,N,N,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,-20,1
13436,M,Y,N,0,459000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15980,-119,1,1,1,0,Drivers,2,-36,1
13437,F,N,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-14402,-1059,1,0,0,1,Sales staff,2,-7,2
13438,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Separated,House / apartment,-22752,365243,1,0,0,0,,1,-43,2
13439,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-19368,-1252,1,1,0,0,,2,-23,2
13440,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15048,-1375,1,0,1,0,Accountants,2,-37,2
13441,M,Y,Y,2,225000,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4,-48,1
13442,F,Y,N,0,252000,Working,Secondary / secondary special,Married,House / apartment,-11296,-727,1,0,0,0,,2,-29,2
13443,M,N,Y,1,90000,Working,Secondary / secondary special,Separated,House / apartment,-12316,-291,1,0,0,0,Laborers,2,-25,2
13444,F,N,Y,1,67500,Commercial associate,Higher education,Married,House / apartment,-12450,-1466,1,0,0,0,Laborers,3,-8,2
13445,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,-10957,-1214,1,0,0,0,Cooking staff,2,-41,2
13446,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17568,-650,1,0,0,1,Drivers,2,-10,2
13447,F,Y,Y,1,360000,Working,Higher education,Married,House / apartment,-12367,-928,1,1,0,0,Core staff,3,-20,2
13448,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21825,-6671,1,0,0,0,Laborers,2,-13,2
13449,F,N,Y,4,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17468,-7413,1,0,0,0,Core staff,6,-22,1
13450,M,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23664,365243,1,0,0,0,,2,-37,2
13451,F,N,Y,1,337500,Commercial associate,Higher education,Single / not married,House / apartment,-14408,-431,1,0,0,0,Accountants,2,-12,2
13452,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,365243,1,0,0,0,,2,-36,2
13453,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,1,0,Laborers,2,-54,2
13454,F,Y,N,1,180000,State servant,Secondary / secondary special,Married,Municipal apartment,-17558,-1802,1,0,0,0,Core staff,3,-19,0
13455,F,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,-10310,-2257,1,0,0,0,Sales staff,3,-25,2
13456,F,N,Y,2,90000,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4,-12,2
13457,F,N,Y,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,,2,-42,1
13458,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-11931,-271,1,1,1,0,Sales staff,2,-38,2
13459,F,Y,N,1,162000,Working,Secondary / secondary special,Separated,House / apartment,-14786,-4601,1,0,0,0,Sales staff,2,-28,0
13460,M,Y,Y,0,220500,Working,Secondary / secondary special,Married,House / apartment,-11423,-441,1,1,0,0,Drivers,2,-10,2
13461,M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874,-2722,1,0,0,0,,2,-19,2
13462,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2,-10,1
13463,F,N,Y,1,405000,Commercial associate,Higher education,Widow,House / apartment,-13241,-1974,1,1,0,0,Accountants,2,-5,0
13464,F,N,Y,0,76500,Working,Secondary / secondary special,Married,House / apartment,-17782,-3291,1,1,1,0,Managers,2,-49,2
13465,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-19261,-5130,1,0,0,0,Sales staff,2,-50,2
13466,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-12520,-5345,1,0,0,0,Drivers,3,-29,2
13467,M,Y,N,0,119250,Working,Secondary / secondary special,Civil marriage,House / apartment,-17542,-645,1,0,0,1,Drivers,2,-51,2
13468,F,N,Y,0,49500,Pensioner,Secondary / secondary special,Married,House / apartment,-22993,365243,1,0,1,0,,2,-25,1
13469,M,Y,N,2,225000,State servant,Higher education,Married,With parents,-10937,-1539,1,0,0,0,High skill tech staff,4,-15,2
13470,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24174,365243,1,0,0,0,,1,-10,0
13471,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,-15468,-4834,1,0,0,1,,2,-59,2
13472,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,1,1,0,0,Core staff,2,-8,1
13473,F,Y,Y,2,225000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,4,-16,2
13474,M,Y,Y,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,-13543,-1326,1,0,0,0,Drivers,2,-26,2
13475,M,Y,Y,0,180000,Working,Higher education,Married,With parents,-11089,-1467,1,0,0,0,Laborers,2,-53,1
13476,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,-19709,-3271,1,0,0,0,Sales staff,1,-48,2
13477,F,N,Y,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,-23153,365243,1,0,1,0,,2,-15,1
13478,M,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,-9361,-164,1,1,0,0,Waiters/barmen staff,2,-2,0
13479,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19895,-161,1,0,0,0,Medicine staff,2,-22,2
13480,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18863,-1644,1,0,0,1,,2,-14,2
13481,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-11222,-1386,1,0,0,0,Drivers,2,-42,2
13482,F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,2,-12,2
13483,F,Y,Y,4,112500,Working,Secondary / secondary special,Married,House / apartment,-13754,-4169,1,0,0,0,Medicine staff,6,-20,0
13484,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-19261,-5130,1,0,0,0,Sales staff,2,-50,2
13485,F,N,Y,0,315000,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,1,0,Accountants,1,-4,1
13486,F,N,N,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,365243,1,0,0,0,,2,-52,2
13487,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,-17416,-201,1,0,0,0,,3,-20,0
13488,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-22179,365243,1,0,0,0,,2,-26,0
13489,F,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2,-41,0
13490,F,Y,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,-10149,-2783,1,0,0,0,Accountants,2,-34,2
13491,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-13483,-1816,1,1,1,0,Laborers,2,-29,2
13492,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2,0,0
13493,M,Y,Y,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,-9540,-1143,1,1,0,0,,1,-3,1
13494,M,Y,N,0,252000,Working,Higher education,Married,House / apartment,-15227,-5300,1,1,1,0,Laborers,2,-39,2
13495,M,N,Y,1,180000,Working,Higher education,Married,With parents,-15670,-1654,1,0,0,0,Cooking staff,3,-7,2
13496,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-14122,-3383,1,0,0,0,Managers,2,-31,2
13497,F,N,Y,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,1,0,1,0,,1,-7,2
13498,M,Y,N,1,202500,State servant,Higher education,Married,House / apartment,-13387,-2467,1,0,0,0,,3,-37,2
13499,F,N,Y,0,225000,Working,Higher education,Widow,House / apartment,-20538,-5525,1,1,0,0,Sales staff,1,-1,1
13500,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-16023,-965,1,0,1,0,Drivers,3,-43,0
13501,F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-13483,-5345,1,0,0,0,Laborers,2,-51,2
13502,F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,-13788,-3822,1,1,1,0,Laborers,1,-40,2
13503,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17038,-925,1,1,1,0,Core staff,2,-58,2
13504,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,With parents,-10097,-3052,1,0,0,0,Laborers,1,-53,1
13505,M,Y,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15292,-645,1,1,1,0,Drivers,2,-26,2
13506,M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,-9412,-959,1,0,1,0,IT staff,2,-33,2
13507,M,Y,Y,1,427500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15788,-430,1,0,0,0,,3,-8,0
13508,M,Y,N,1,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16538,-3846,1,1,0,0,Managers,3,-14,1
13509,F,Y,Y,0,225000,Working,Higher education,Civil marriage,House / apartment,-19299,-614,1,0,1,0,,2,-36,2
13510,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2,-29,2
13511,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21819,365243,1,0,0,0,,2,-8,2
13512,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,1,0,0,0,Laborers,3,-27,2
13513,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-16151,-4752,1,1,0,0,Managers,2,-53,0
13514,F,Y,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-19294,365243,1,0,1,0,,2,-6,2
13515,F,N,Y,0,337500,State servant,Higher education,Married,House / apartment,-10869,-567,1,1,0,1,Core staff,2,-17,1
13516,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-4403,1,0,0,0,Sales staff,3,-6,2
13517,M,N,Y,0,180000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-9208,-2494,1,0,0,0,Laborers,2,-7,1
13518,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419,-2423,1,0,0,0,,2,-27,2
13519,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22119,365243,1,0,0,0,,1,-3,0
13520,F,Y,N,0,108000,Working,Secondary / secondary special,Married,With parents,-12249,-3195,1,1,0,0,,2,-35,2
13521,M,N,N,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12148,-1823,1,0,1,0,Laborers,1,-32,2
13522,F,N,Y,0,193500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18787,-857,1,0,0,0,Cleaning staff,2,-7,2
13523,F,Y,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-4403,1,0,0,0,Sales staff,3,-23,2
13524,F,N,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,-23122,-3621,1,0,0,0,Sales staff,2,-3,0
13525,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,-10101,-505,1,1,1,0,Laborers,2,-17,2
13526,F,N,N,1,180000,Working,Secondary / secondary special,Married,With parents,-10774,-2592,1,0,0,0,,3,-52,0
13527,F,N,Y,0,324000,Working,Secondary / secondary special,Separated,House / apartment,-16120,-1557,1,0,0,0,High skill tech staff,1,-39,2
13528,F,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,-18409,-3482,1,0,0,0,Sales staff,2,-53,2
13529,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Separated,House / apartment,-21049,365243,1,0,0,0,,1,-6,2
13530,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,-29,1
13531,F,N,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,-13446,-2720,1,0,0,0,Sales staff,4,-27,0
13532,F,Y,Y,2,166500,Working,Secondary / secondary special,Married,House / apartment,-14557,-7346,1,0,1,1,Accountants,4,-23,2
13533,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21885,365243,1,0,0,0,,2,-12,1
13534,F,Y,N,0,180000,Pensioner,Higher education,Separated,House / apartment,-23603,365243,1,0,0,0,,1,-22,2
13535,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16965,-928,1,0,0,0,Accountants,2,-47,1
13536,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,-49,2
13537,F,Y,Y,3,243000,Commercial associate,Higher education,Single / not married,Rented apartment,-23198,-1112,1,0,0,0,Managers,4,-5,2
13538,F,N,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,-11147,-262,1,0,0,0,Cleaning staff,4,-43,2
13539,F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-19061,-9794,1,1,0,0,Cooking staff,1,-23,2
13540,F,N,Y,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-12135,-925,1,0,0,0,Sales staff,4,-9,2
13541,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-13741,-5221,1,0,0,0,Laborers,3,-44,1
13542,F,Y,N,0,207000,Working,Higher education,Married,House / apartment,-14761,-3718,1,1,1,0,HR staff,2,-38,1
13543,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-9278,-1113,1,0,0,0,,1,-35,2
13544,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20445,-4187,1,0,0,0,Laborers,2,-5,2
13545,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22335,365243,1,0,0,0,,2,-9,2
13546,F,N,Y,0,157500,State servant,Secondary / secondary special,Married,House / apartment,-18333,-7213,1,0,0,0,Medicine staff,2,-30,2
13547,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-19284,-2604,1,1,1,0,Core staff,2,-17,2
13548,M,Y,N,0,157500,Commercial associate,Higher education,Married,House / apartment,-9579,-835,1,0,0,0,Laborers,2,-5,2
13549,F,N,Y,3,135000,Working,Secondary / secondary special,Married,House / apartment,-15083,-1664,1,0,0,0,Sales staff,5,-10,2
13550,M,Y,N,1,360000,Working,Secondary / secondary special,Married,House / apartment,-12052,-4624,1,0,0,0,Managers,3,-3,0
13551,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,-15494,-3292,1,0,0,0,Accountants,2,-10,0
13552,F,N,N,1,360000,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,1,0,0,0,Sales staff,3,-30,0
13553,F,Y,N,0,216000,Working,Higher education,Civil marriage,House / apartment,-12304,-857,1,1,0,0,,2,-14,2
13554,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15220,-288,1,0,0,0,Core staff,3,-11,2
13555,M,N,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-12238,-2187,1,1,1,0,Managers,4,-44,2
13556,M,N,N,1,157500,Working,Higher education,Separated,With parents,-10862,-1160,1,1,1,0,Laborers,2,-22,1
13557,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,-13633,-1692,1,0,1,0,Core staff,4,-31,2
13558,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,-21079,365243,1,0,0,0,,2,-4,0
13559,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2,-36,1
13560,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-19121,365243,1,0,0,0,,2,-14,2
13561,F,N,N,2,180000,Working,Higher education,Separated,House / apartment,-16294,-217,1,1,1,0,,3,-21,1
13562,F,N,N,0,247500,Working,Secondary / secondary special,Married,House / apartment,-15260,-622,1,1,0,0,Laborers,2,-49,2
13563,F,N,Y,0,157500,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,1,0,0,0,,2,-16,2
13564,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,1,0,0,0,Medicine staff,2,-13,2
13565,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21885,365243,1,0,0,0,,2,-17,1
13566,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,-16856,-1262,1,1,1,0,Laborers,2,-49,2
13567,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,365243,1,0,1,0,,1,-35,2
13568,F,N,N,0,90000,Working,Higher education,Married,With parents,-12414,-128,1,0,0,0,,2,-8,0
13569,F,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19861,-10843,1,0,0,1,Laborers,2,-40,2
13570,M,N,Y,0,225000,Working,Secondary / secondary special,Married,With parents,-18630,-1462,1,0,0,0,Laborers,2,-51,2
13571,M,Y,N,0,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,1,1,0,0,Drivers,2,-7,2
13572,M,Y,Y,0,450000,Working,Higher education,Married,House / apartment,-19087,-4434,1,0,1,0,Managers,2,-44,2
13573,F,N,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-14817,-1115,1,0,0,1,Cooking staff,1,-4,2
13574,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-15438,-3377,1,0,0,0,Laborers,2,-12,2
13575,F,N,N,2,180000,State servant,Higher education,Married,House / apartment,-11075,-2808,1,1,0,0,Core staff,4,-32,1
13576,M,Y,N,0,90000,Pensioner,Higher education,Married,House / apartment,-22859,365243,1,0,0,0,,2,-15,2
13577,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,With parents,-9130,-2105,1,0,0,0,High skill tech staff,1,-36,2
13578,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,-17698,-695,1,0,0,0,Sales staff,2,-19,2
13579,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-20723,-5587,1,0,0,0,,2,-19,2
13580,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17706,-3043,1,0,1,0,Laborers,2,-24,2
13581,F,N,N,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-21833,365243,1,0,0,0,,2,-4,2
13582,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-20440,365243,1,0,0,0,,2,-41,0
13583,M,Y,Y,0,180000,Commercial associate,Higher education,Civil marriage,With parents,-9859,-773,1,0,0,0,Sales staff,2,-3,1
13584,F,N,Y,3,247500,Commercial associate,Incomplete higher,Married,House / apartment,-12099,-2207,1,0,0,1,,5,-35,2
