index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
12616,5011000213090100,4717000568043300,식품,농산물,4
12617,5011000213090100,4721000428059300,식품,농산물,3
12618,5011000213090100,4825000360045400,식품,농산물,3
12619,5011000214022200,4719000420025200,식품,음료,3
12620,5011000215098200,5011000215084400,식품,냉동/간편조리식품,3
12621,5011000220031300,2917000029076100,식품,농산물,10
12622,5011000262035400,1159000008097400,식품,기타식품,3
12623,5011000263026400,4824000265053400,식품,기타식품,5
12624,5011000263070300,3017000006014200,식품,농산물,3
12625,5011000264070100,1168000016053100,식품,농산물,5
12626,5011000265077200,4613000340010300,식품,축산,15
12627,5011000266068400,4113300009014400,식품,농산물,4
12628,5011000310047200,2818500026068400,식품,수산,3
12629,5011000310047200,4113300016001400,식품,수산,3
12630,5011000310047200,4115000083072200,식품,수산,3
12631,5011000312034400,4180000550032400,식품,농산물,4
12632,5011000314031200,2826000142055100,식품,축산,37
12633,5011000316024300,2917000070018200,식품,수산,9
12634,5011000316024300,4148000608035100,식품,수산,3
12635,5011000316024300,4427000717002300,식품,수산,5
12636,5011000320015100,4131000023038200,식품,농산물,5
12637,5011000374036400,2635000046066400,식품,수산,7
12638,5011000374036400,2915500009082400,식품,수산,6
12639,5011000375010100,2811000173073100,식품,농산물,7
12640,5011000375010100,4211000613057400,식품,기타식품,4
12641,5011000424078200,4139000087037400,식품,농산물,3
12642,5011000429098400,4163000198042100,식품,음료,3
12643,5011000437099200,1141000019028300,식품,농산물,3
12644,5011000437099200,2644000007085200,식품,농산물,4
12645,5011000437099200,4146300039068100,식품,농산물,3
12646,5011000437099200,4511100058075400,식품,농산물,3
12647,5011000450085400,3011000052080400,식품,수산,3
12648,5011000450085400,4146100077008400,식품,수산,3
12649,5011000474022200,4115000002077200,식품,농산물,7
12650,5011000475071100,1123000013046400,식품,농산물,4
12651,5011000491001200,4831000179035200,식품,농산물,4
12652,5011000523023200,4511100045090200,식품,농산물,3
12653,5011000525070400,4127300055089200,식품,농산물,3
12654,5011000525070400,4161000246084400,식품,농산물,3
12655,5011000578094300,1120000009060100,식품,농산물,5
12656,5011000595017300,4211000715004200,생활/건강,음반,3
12657,5011000595017300,4825000258033200,생활/건강,음반,7
12658,5011000626050100,1120000005068100,식품,농산물,5
12659,5011000681090100,4155000362086300,식품,농산물,4
12660,5011000685067100,1141000008069400,식품,농산물,3
12661,5011000685067100,2635000059017200,식품,농산물,6
12662,5011000685067100,2826000086006300,식품,농산물,3
12663,5011000685067100,3611000357068100,식품,농산물,3
12664,5011000685067100,3611000372028100,식품,농산물,4
12665,5011000685067100,4146500028020200,식품,농산물,6
12666,5011000685067100,4159000303048300,식품,농산물,3
12667,5011000685067100,4427000423073400,식품,농산물,3
12668,5011000721082200,4128500045026100,식품,기타식품,7
12669,5011000968068300,2920000091055100,식품,농산물,6
12670,5011001056005400,1126000009011200,식품,농산물,4
12671,5011001070065300,2917000030068100,식품,농산물,7
12672,5011001070065300,4623000420040400,식품,농산물,3
12673,5011001071008400,4119900009048400,식품,농산물,3
12674,5011001095042400,4157000243032400,식품,기타식품,3
12675,5011001116066400,4150000100091400,식품,농산물,3
12676,5013000127025300,4281000563098400,식품,기타식품,7
12677,5013000316011400,4817000637022200,식품,농산물,3
12678,5013000316036200,1153000015011200,식품,농산물,5
12679,5013000316036200,2726000023001200,식품,농산물,3
12680,5013000354052200,2917000085023100,식품,농산물,4
12681,5013000354052200,4311300042006100,식품,농산물,4
12682,5013000354052200,4825000205036300,식품,농산물,17
12683,5013000359097100,4812300015009400,식품,농산물,6
12684,5013000403097300,4111300014093200,식품,농산물,5
12685,5013000524017300,4139000129035200,식품,농산물,5
12686,5013000571016300,3014000006020200,식품,농산물,4
12687,5013000571016300,4513000187070400,식품,농산물,3
12688,5013000610049100,1111000021082200,식품,농산물,3
12689,5013000610049100,1114000003047100,식품,농산물,5
12690,5013000610049100,1121500009023400,식품,농산물,3
12691,5013000610049100,1135000023089200,식품,농산물,3
12692,5013000610049100,1138000003047400,식품,농산물,4
12693,5013000610049100,1141000006004200,식품,농산물,3
12694,5013000610049100,1147000011058400,식품,농산물,10
12695,5013000610049100,1150000021057300,식품,농산물,6
12696,5013000610049100,1153000017085100,식품,농산물,3
12697,5013000610049100,1156000008049100,식품,농산물,3
12698,5013000610049100,1162000002085100,식품,농산물,3
12699,5013000610049100,1168000018065200,식품,농산물,3
12700,5013000610049100,2647000003031100,식품,농산물,3
12701,5013000610049100,2820000051061200,식품,농산물,4
12702,5013000610049100,2824500028096300,식품,농산물,3
12703,5013000610049100,4111300014077400,식품,농산물,4
12704,5013000610049100,4111700013090100,식품,농산물,3
12705,5013000610049100,4113100018090100,식품,농산물,3
12706,5013000610049100,4128700003056200,식품,농산물,3
12707,5013000610049100,4146300035022300,식품,농산물,3
12708,5013000610049100,4211000647069100,식품,농산물,10
12709,5013000610049100,4511100032093300,식품,농산물,3
12710,5013000610049100,4580000123037300,식품,농산물,3
12711,5013000610049100,4615000657085200,식품,농산물,10
12712,5013000610049100,4812100115068300,식품,농산물,3
12713,5013000617099100,4143000005040200,식품,농산물,23
12714,5013000622057100,4371000131071300,식품,농산물,3
12715,5013000624091200,1150000013051100,식품,농산물,3
12716,5013000624091200,1171000030089300,식품,농산물,3
12717,5013000624091200,2823700009081100,식품,농산물,4
12718,5013000664074400,4122000298076100,식품,농산물,4
12719,5013000670049200,4427000389078400,식품,농산물,4
12720,5013000670082100,4812900098011300,식품,농산물,3
12721,5013000673010300,4161000230067100,식품,농산물,3
12722,5013000678073300,2771000045011100,식품,농산물,4
12723,5013000692037200,4873000051019400,식품,농산물,6
12724,5013000731024200,2635000046034200,식품,농산물,3
12725,5013000731055200,1126000015091400,식품,농산물,3
12726,5013000731055200,1129000009088400,식품,농산물,3
12727,5013000731055200,2714000072007100,식품,농산물,3
12728,5013000731055200,2826000010097400,식품,농산물,3
12729,5013000731055200,4136000298016300,식품,농산물,3
12730,5013000731055200,4136000358028400,식품,농산물,3
12731,5013000731055200,4159000470026400,식품,농산물,3
12732,5013000731055200,4511300060096200,식품,농산물,3
12733,5013000731055200,4886000703004100,식품,농산물,4
12734,5013000731079400,1165000025048200,식품,농산물,3
12735,5013000731079400,4514000399038100,식품,농산물,3
12736,5013000732089100,4825000113077100,식품,농산물,4
12737,5013000733024100,1168000011074100,식품,농산물,3
12738,5013000734079400,1114000001053200,식품,농산물,5
12739,5013000735022300,4729000208073400,식품,농산물,3
12740,5013000765096400,1135000010089400,식품,농산물,3
12741,5013000765096400,4119700006035200,식품,농산물,3
12742,5013000765096400,4125000075017300,식품,농산물,3
12743,5013000765096400,4715000242048300,식품,농산물,4
12744,5013000766068200,4159000250069200,식품,농산물,3
12745,5013000768086300,4812100187065300,식품,기타식품,4
12746,5013000771032200,4127100032034400,식품,농산물,3
12747,5013000771032200,4128100125074300,식품,농산물,4
12748,5013000777063100,1150000012059100,식품,농산물,5
12749,5013000777063100,1174000015099300,식품,농산물,3
12750,5013000777063100,2635000059017200,식품,농산물,3
12751,5013000777063100,2717000004020400,식품,농산물,3
12752,5013000777063100,4119900015057100,식품,농산물,3
12753,5013000777063100,4139000087060300,식품,농산물,6
12754,5013000777063100,4729000028004400,식품,농산물,4
12755,5013000777063100,4825000337077300,식품,농산물,5
12756,5013000778073200,1117000001090200,식품,농산물,4
12757,5013000778073200,4122000083095200,식품,농산물,3
12758,5013000779010300,4221000016025200,식품,농산물,7
12759,5013000780043400,4833000433025400,식품,농산물,4
12760,5013000785062300,3171000692051200,식품,농산물,3
12761,5013000803016400,4521000324062200,식품,농산물,10
12762,5013000812074300,1114000005008200,식품,농산물,3
12763,5013000814095400,1156000018008400,식품,농산물,5
12764,5013000816086400,4571000261051100,식품,농산물,6
12765,5013000821028200,1171000031032400,식품,농산물,3
12766,5013000821028200,4119700002019100,식품,농산물,3
12767,5013000821028200,4148000586093200,식품,농산물,3
12768,5013000821028200,4155000460004300,식품,농산물,3
12769,5013000821028200,4420000329095200,식품,농산물,3
12770,5013000821028200,4729000208033100,식품,농산물,3
12771,5013000825039100,4139000098003400,식품,농산물,3
12772,5013000827049100,4150000079013200,식품,농산물,3
12773,5013000856066200,4128100026037400,식품,농산물,3
12774,5013000858054200,4111100032091100,식품,농산물,3
12775,5013000859023400,4615000842075300,식품,농산물,4
12776,5013000861049300,4115000027018400,여행/문화,문화컨텐츠,3
12777,5013000862067200,4111100019093200,식품,농산물,5
12778,5013000897086300,4311300034057200,식품,농산물,18
12779,5013000906012100,4111300032038200,식품,농산물,3
12780,5013000910034400,1150000008047300,식품,농산물,9
12781,5013000930047300,4131000005030300,식품,농산물,3
12782,1111000023100300,5011000318065300,식품,건강식품,5
12783,1117000009034200,5011000317055400,디지털/가전,기타디지털/가전,3
12784,1117000009037100,5011000264100200,디지털/가전,기타디지털/가전,3
12785,1120000002033400,5013000918007100,식품,건강식품,3
12786,1123000007041400,5013000853020200,식품,기타식품,3
12787,1144000013012400,5011000373066400,식품,음료,3
12788,1150000016094400,5011000264065200,화장품/미용,스킨케어,4
12789,1153000017005200,5011000373053400,식품,가공식품,8
12790,1153000017005200,5013000910017300,식품,건강식품,5
12791,1156000009065100,5011000319037300,여행/문화,문화컨텐츠,9
12792,1165000014095200,5011000319069400,여행/문화,문화컨텐츠,4
12793,2626000012061400,5011000379031100,식품,기타식품,4
12794,2644000098076300,5011000216041400,생활/건강,생활용품,7
12795,2723000088054300,5011000173084300,식품,농산물,4
12796,2729000035082100,5011000695080300,식품,축산,10
12797,2826000111087300,5013000818042100,식품,기타식품,3
12798,2914000005050100,5011000266058200,식품,농산물,5
12799,2917000063098200,5011000435091300,식품,건강식품,4
12800,3020000148090200,5011000621016300,생활/건강,생활용품,8
12801,3023000012008100,5011000319011300,식품,가공식품,3
12802,3023000012008100,5011000319098300,생활/건강,생활용품,4
12803,4122000053068300,5013000853027200,패션의류,상의,3
12804,4122000119044300,5011000214023100,식품,가공식품,10
12805,4127100028025200,5011000721087400,패션의류,기타패션의류,3
12806,4127300065073100,5011000372013300,패션의류,상의,4
12807,4128500028049400,5011000087014100,식품,가공식품,3
12808,4136000216029100,5011000263060100,생활/건강,반려동물,3
12809,4136000318022400,5011000596012200,생활/건강,반려동물,3
12810,4137000019060200,5011000263079400,화장품/미용,스킨케어,3
12811,4141000031009400,5011001077098100,식품,가공식품,5
12812,4141000031030100,5011000324044200,생활/건강,건강용품,15
12813,4145000013082100,5011000316081300,디지털/가전,기타디지털/가전,4
12814,4146100146003300,5011000319022200,생활/건강,문구/사무용품,6
12815,4146100238100100,5011000488005300,생활/건강,반려동물,3
12816,4148000560069200,5011000372068200,여행/문화,문화컨텐츠,21
12817,4148000568086300,5011000437021400,생활/건강,문구/사무용품,17
12818,4148000690015300,5011000318026400,여행/문화,문화컨텐츠,3
12819,4148000690015300,5011000368020200,여행/문화,문화컨텐츠,3
12820,4148000690015300,5011000370022100,여행/문화,문화컨텐츠,3
12821,4148000690015300,5011000372025300,여행/문화,문화컨텐츠,6
12822,4148000690015300,5011000379059200,여행/문화,문화컨텐츠,7
12823,4148000690015300,5011000429052100,여행/문화,문화컨텐츠,5
12824,4148000690015300,5011000437002400,여행/문화,문화컨텐츠,3
12825,4148000690043300,5011000429029200,여행/문화,문화컨텐츠,3
12826,4148000690047300,5011000372028200,여행/문화,문화컨텐츠,3
12827,4148000699072200,5011000379032200,여행/문화,문화컨텐츠,6
12828,4150000201062200,5011000199033300,식품,음료,26
12829,4150000222021400,5013000023092400,생활/건강,반려동물,3
12830,4157000166017200,5011000482018200,식품,음료,20
12831,4159000429094300,5011000426005400,식품,냉동/간편조리식품,3
12832,4311300016079100,5011000373053200,생활/건강,생활용품,18
12833,4315000079057200,5011000266021200,식품,농산물,5
12834,4371000137070400,5013000810093400,생활/건강,주방용품,4
12835,4413300196011400,5011000767009200,생활/건강,주방용품,8
